Date, Open, High, Low, Close
07/07/23, 15070.50, 15210.63, 15032.56, 15036.85
07/06/23, 15054.10, 15106.45, 14969.14, 15089.45
07/05/23, 15165.36, 15275.18, 15162.66, 15203.78
07/03/23, 15190.54, 15232.96, 15153.60, 15208.69
06/30/23, 15085.24, 15213.75, 15081.57, 15179.21
06/29/23, 14965.55, 14986.89, 14876.94, 14939.95
06/28/23, 14876.25, 15051.08, 14865.81, 14964.57
06/27/23, 14751.57, 14972.32, 14726.75, 14945.91
06/26/23, 14866.66, 14982.82, 14687.02, 14689.02
06/23/23, 14879.23, 14983.73, 14821.81, 14891.48
06/22/23, 14797.89, 15044.22, 14794.95, 15042.32
06/21/23, 15019.01, 15038.90, 14826.02, 14867.45
06/20/23, 15036.48, 15127.42, 14946.72, 15070.15
06/16/23, 15272.65, 15284.65, 15073.45, 15083.92
06/15/23, 14949.70, 15246.62, 14930.12, 15185.48
06/14/23, 14894.10, 15017.10, 14784.62, 15005.69
06/13/23, 14911.26, 14931.83, 14770.14, 14900.85
06/12/23, 14617.35, 14789.60, 14571.36, 14784.30
06/09/23, 14574.24, 14672.85, 14487.48, 14528.36
06/08/23, 14319.24, 14503.31, 14314.69, 14484.54
06/07/23, 14573.27, 14647.91, 14283.88, 14303.29
06/06/23, 14526.10, 14593.50, 14476.99, 14558.09
06/05/23, 14550.13, 14662.95, 14516.88, 14556.50
06/02/23, 14517.08, 14595.81, 14442.15, 14546.64
06/01/23, 14269.09, 14493.31, 14219.94, 14441.51
05/31/23, 14293.56, 14375.38, 14216.16, 14254.09
05/30/23, 14465.59, 14520.17, 14301.08, 14354.99
05/26/23, 13990.55, 14329.49, 13982.16, 14298.41
05/25/23, 13920.89, 13986.87, 13812.18, 13938.53
05/24/23, 13589.02, 13655.73, 13520.92, 13604.48
05/23/23, 13773.68, 13827.10, 13662.91, 13672.54
05/22/23, 13805.33, 13893.71, 13792.97, 13849.74
05/19/23, 13842.69, 13874.42, 13763.90, 13803.49
05/18/23, 13608.95, 13844.76, 13606.81, 13834.62
05/17/23, 13474.52, 13608.33, 13419.35, 13589.26
05/16/23, 13385.37, 13498.44, 13384.77, 13426.01
05/15/23, 13352.26, 13419.81, 13297.85, 13413.51
05/12/23, 13407.02, 13427.42, 13256.56, 13340.18
05/11/23, 13376.85, 13411.70, 13306.08, 13389.78
05/10/23, 13308.42, 13384.42, 13204.79, 13347.83
05/09/23, 13228.64, 13254.81, 13193.88, 13201.11
05/08/23, 13247.09, 13302.43, 13193.08, 13291.64
05/05/23, 13070.69, 13291.11, 13059.91, 13259.13
05/04/23, 13014.08, 13064.02, 12938.45, 12982.48
05/03/23, 13123.10, 13231.71, 13026.04, 13030.21
05/02/23, 13225.48, 13241.53, 13046.79, 13113.66
05/01/23, 13229.11, 13287.47, 13186.40, 13231.47
04/28/23, 13139.35, 13247.39, 13096.93, 13245.99
04/27/23, 12963.21, 13175.62, 12938.50, 13160.03
04/26/23, 12866.64, 12929.62, 12783.42, 12806.48
04/25/23, 12905.09, 12933.28, 12724.24, 12725.11
04/24/23, 12981.71, 13044.23, 12883.77, 12969.76
04/21/23, 12970.32, 13030.85, 12899.64, 13000.77
04/20/23, 12962.29, 13107.92, 12933.80, 12985.98
04/19/23, 12992.51, 13128.25, 12988.20, 13088.71
04/18/23, 13180.31, 13196.18, 13044.21, 13091.79
04/17/23, 13053.26, 13105.68, 12981.26, 13087.71
04/14/23, 13044.69, 13152.28, 12962.51, 13079.52
04/13/23, 12922.90, 13124.41, 12920.02, 13109.39
04/12/23, 13043.97, 13071.98, 12833.31, 12848.35
04/11/23, 13040.49, 13049.56, 12947.66, 12964.15
04/10/23, 12936.52, 13051.85, 12861.52, 13051.23
04/06/23, 12892.90, 13078.10, 12846.03, 13062.60
04/05/23, 13056.79, 13065.27, 12894.44, 12967.20
04/04/23, 13165.32, 13204.08, 13049.98, 13100.07
04/03/23, 13084.10, 13157.47, 13036.55, 13148.35
03/31/23, 12968.96, 13188.83, 12968.00, 13181.35
03/30/23, 12934.99, 12987.97, 12894.14, 12963.14
03/29/23, 12768.14, 12867.32, 12734.68, 12846.03
03/28/23, 12654.91, 12654.91, 12517.87, 12610.57
03/27/23, 12797.90, 12839.42, 12647.94, 12673.07
03/24/23, 12700.51, 12770.28, 12608.15, 12767.05
03/23/23, 12735.60, 12900.10, 12611.67, 12729.23
03/22/23, 12742.41, 12943.62, 12563.78, 12567.15
03/21/23, 12643.35, 12762.45, 12582.76, 12741.44
03/20/23, 12487.79, 12578.35, 12407.82, 12562.61
03/17/23, 12570.16, 12674.34, 12444.08, 12519.88
03/16/23, 12211.87, 12595.69, 12190.65, 12581.39
03/15/23, 12083.24, 12269.45, 12026.18, 12251.32
03/14/23, 12078.46, 12217.87, 12035.22, 12199.79
03/13/23, 11752.10, 12073.95, 11695.41, 11923.17
03/10/23, 12001.70, 12069.62, 11789.86, 11830.28
03/09/23, 12230.84, 12340.45, 11970.34, 11995.88
03/08/23, 12181.06, 12237.72, 12102.28, 12215.33
03/07/23, 12303.19, 12344.05, 12130.01, 12152.17
03/06/23, 12344.65, 12466.88, 12297.57, 12302.48
03/03/23, 12110.70, 12300.46, 12095.24, 12290.81
03/02/23, 11830.09, 12074.59, 11830.09, 12044.87
03/01/23, 12026.72, 12054.48, 11906.58, 11938.57
02/28/23, 12041.75, 12146.52, 12021.32, 12042.12
02/27/23, 12106.79, 12159.64, 12034.61, 12057.79
02/24/23, 11979.80, 12018.32, 11900.84, 11969.65
02/23/23, 12224.44, 12227.40, 12003.31, 12180.14
02/22/23, 12085.67, 12156.21, 12006.04, 12066.27
02/21/23, 12205.21, 12257.06, 12058.23, 12060.30
02/17/23, 12352.30, 12385.52, 12233.79, 12358.18
02/16/23, 12495.07, 12653.40, 12440.00, 12442.48
02/15/23, 12531.60, 12689.34, 12486.42, 12687.89
02/14/23, 12413.10, 12627.40, 12356.32, 12590.89
02/13/23, 12356.50, 12522.78, 12313.44, 12502.31
02/10/23, 12306.59, 12375.72, 12204.22, 12304.92
02/09/23, 12677.54, 12679.54, 12327.44, 12381.17
02/08/23, 12680.03, 12709.45, 12471.11, 12495.38
02/07/23, 12474.95, 12771.58, 12419.71, 12728.27
02/06/23, 12468.81, 12558.88, 12411.88, 12464.51
02/03/23, 12520.95, 12828.71, 12520.95, 12573.36
02/02/23, 12655.18, 12880.98, 12600.76, 12803.14
02/01/23, 12087.92, 12458.88, 12010.74, 12363.10
01/31/23, 11915.94, 12104.13, 11915.94, 12101.93
01/30/23, 12047.16, 12087.68, 11906.11, 11912.39
01/27/23, 12000.21, 12248.15, 11999.87, 12166.60
01/26/23, 11972.57, 12055.81, 11853.37, 12051.48
01/25/23, 11636.01, 11841.81, 11550.07, 11814.69
01/24/23, 11802.95, 11889.37, 11780.07, 11846.64
01/23/23, 11652.00, 11918.86, 11617.83, 11872.54
01/20/23, 11363.85, 11623.20, 11329.54, 11619.03
01/19/23, 11345.18, 11388.47, 11251.94, 11295.67
01/18/23, 11636.61, 11690.27, 11403.32, 11410.29
01/17/23, 11531.55, 11615.95, 11484.02, 11557.19
01/13/23, 11362.13, 11547.96, 11347.60, 11541.48
01/12/23, 11441.45, 11500.86, 11246.02, 11459.61
01/11/23, 11259.16, 11403.89, 11220.75, 11402.52
01/10/23, 11069.05, 11207.56, 11050.68, 11205.78
01/09/23, 11133.07, 11304.84, 11085.33, 11108.45
01/06/23, 10807.45, 11082.59, 10696.42, 11040.35
01/05/23, 10837.25, 10842.33, 10728.26, 10741.22
01/04/23, 10949.34, 10981.46, 10785.53, 10914.80
01/03/23, 11038.42, 11093.10, 10770.93, 10862.64
12/30/22, 10835.59, 10942.90, 10778.64, 10939.76
12/29/22, 10800.80, 10981.06, 10776.62, 10951.05
12/28/22, 10807.12, 10898.64, 10671.19, 10679.34
12/27/22, 10944.30, 10957.44, 10807.61, 10822.51
12/23/22, 10911.04, 11007.09, 10830.90, 10985.45
12/22/22, 11099.36, 11114.23, 10784.01, 10956.14
12/21/22, 11110.65, 11285.77, 11083.36, 11235.88
12/20/22, 11023.47, 11143.62, 10967.07, 11072.42
12/19/22, 11243.00, 11251.57, 11029.77, 11084.59
12/16/22, 11313.64, 11383.39, 11175.54, 11243.72
12/15/22, 11573.38, 11591.33, 11300.35, 11345.22
12/14/22, 11824.54, 11941.28, 11617.41, 11740.92
12/13/22, 12141.24, 12166.41, 11724.91, 11834.21
12/12/22, 11572.26, 11707.71, 11529.41, 11706.44
12/09/22, 11594.38, 11707.08, 11550.31, 11563.33
12/08/22, 11543.68, 11672.14, 11470.68, 11637.50
12/07/22, 11490.99, 11577.69, 11431.96, 11497.39
12/06/22, 11775.20, 11790.93, 11488.60, 11549.69
12/05/22, 11899.54, 11957.35, 11732.15, 11786.80
12/02/22, 11845.53, 12027.62, 11825.53, 11994.26
12/01/22, 12030.24, 12115.34, 11928.66, 12041.89
11/30/22, 11505.74, 12031.34, 11481.89, 12030.06
11/29/22, 11590.30, 11613.33, 11450.34, 11503.45
11/28/22, 11684.07, 11764.83, 11555.26, 11587.75
11/25/22, 11777.33, 11803.91, 11748.79, 11756.03
11/23/22, 11725.08, 11866.42, 11722.01, 11838.72
11/22/22, 11590.83, 11731.76, 11503.34, 11724.84
11/21/22, 11623.35, 11664.94, 11524.44, 11553.45
11/18/22, 11791.85, 11794.68, 11579.64, 11677.02
11/17/22, 11521.64, 11737.61, 11519.38, 11676.86
11/16/22, 11767.42, 11796.99, 11673.14, 11699.09
11/15/22, 12006.45, 12024.95, 11735.40, 11871.15
11/14/22, 11728.11, 11863.82, 11669.10, 11700.94
11/11/22, 11604.36, 11840.07, 11535.56, 11817.01
11/10/22, 11350.42, 11612.20, 11235.74, 11605.96
11/09/22, 10971.43, 11012.66, 10790.35, 10797.55
11/08/22, 11039.58, 11191.90, 10897.53, 11059.50
11/07/22, 10900.83, 11001.16, 10817.59, 10977.00
11/04/22, 10911.99, 10934.62, 10632.39, 10857.03
11/03/22, 10769.43, 10852.18, 10680.83, 10690.60
11/02/22, 11300.27, 11410.91, 10903.48, 10906.34
11/01/22, 11571.52, 11574.39, 11278.28, 11288.95
10/31/22, 11465.21, 11482.99, 11331.26, 11405.57
10/28/22, 11176.99, 11563.16, 11176.99, 11546.21
10/27/22, 11387.71, 11417.04, 11179.90, 11191.63
10/26/22, 11409.79, 11657.06, 11388.34, 11405.90
10/25/22, 11482.87, 11681.85, 11480.41, 11669.99
10/24/22, 11321.11, 11468.18, 11166.49, 11430.26
10/21/22, 10998.17, 11327.77, 10962.01, 11310.33
10/20/22, 11081.23, 11279.81, 11001.28, 11046.71
10/19/22, 11081.82, 11231.46, 11008.11, 11103.38
10/18/22, 11368.76, 11374.38, 11035.80, 11147.74
10/17/22, 10967.25, 11090.87, 10959.75, 11062.53
10/14/22, 11130.08, 11152.89, 10677.48, 10692.06
10/13/22, 10481.58, 11087.66, 10440.64, 11033.58
10/12/22, 10810.30, 10886.49, 10754.85, 10785.62
10/11/22, 10865.32, 10981.91, 10716.33, 10791.35
10/10/22, 11048.51, 11063.21, 10824.25, 10926.97
10/07/22, 11272.46, 11293.65, 10991.66, 11039.47
10/06/22, 11556.40, 11660.55, 11472.83, 11485.50
10/05/22, 11429.47, 11647.62, 11312.52, 11573.18
10/04/22, 11477.85, 11609.25, 11462.37, 11582.54
10/03/22, 11059.17, 11296.43, 10985.01, 11229.73
09/30/22, 11123.11, 11296.16, 10966.95, 10971.22
09/29/22, 11334.57, 11339.91, 11038.94, 11164.78
09/28/22, 11258.74, 11546.87, 11210.81, 11493.83
09/27/22, 11411.34, 11502.38, 11175.29, 11271.75
09/26/22, 11283.14, 11473.36, 11235.74, 11254.11
09/23/22, 11398.75, 11402.41, 11169.66, 11311.24
09/22/22, 11574.32, 11617.99, 11448.86, 11501.65
09/21/22, 11892.72, 12062.52, 11636.25, 11637.79
09/20/22, 11855.83, 11951.13, 11761.69, 11851.54
09/19/22, 11753.60, 11956.79, 11752.43, 11953.27
09/16/22, 11775.93, 11875.09, 11710.25, 11861.38
09/15/22, 12034.43, 12153.34, 11867.88, 11927.49
09/14/22, 12092.03, 12170.25, 12016.43, 12134.40
09/13/22, 12364.83, 12420.01, 12004.42, 12033.62
09/12/22, 12649.24, 12752.83, 12639.76, 12739.72
09/09/22, 12424.15, 12610.43, 12424.15, 12588.29
09/08/22, 12139.57, 12374.13, 12120.26, 12321.19
09/07/22, 12038.18, 12298.12, 12026.98, 12259.39
09/06/22, 12106.57, 12152.42, 11928.81, 12011.31
09/02/22, 12392.46, 12451.28, 12035.53, 12098.44
09/01/22, 12158.88, 12290.33, 12012.98, 12274.62
08/31/22, 12448.07, 12502.15, 12268.08, 12272.03
08/30/22, 12562.40, 12572.88, 12240.82, 12342.70
08/29/22, 12488.46, 12594.34, 12440.40, 12484.32
08/26/22, 13129.91, 13175.25, 12603.41, 12605.17
08/25/22, 12984.74, 13146.84, 12951.61, 13143.58
08/24/22, 12876.23, 12995.14, 12843.58, 12917.86
08/23/22, 12885.28, 13000.71, 12852.70, 12881.79
08/22/22, 13056.39, 13073.07, 12859.82, 12890.54
08/19/22, 13370.25, 13402.61, 13210.82, 13242.90
08/18/22, 13474.24, 13553.28, 13405.74, 13505.99
08/17/22, 13499.24, 13591.58, 13389.82, 13470.86
08/16/22, 13617.66, 13720.91, 13508.47, 13635.21
08/15/22, 13529.66, 13685.65, 13524.53, 13667.18
08/12/22, 13384.65, 13565.87, 13341.65, 13565.87
08/11/22, 13471.03, 13555.38, 13271.35, 13291.99
08/10/22, 13330.66, 13386.85, 13220.05, 13378.32
08/09/22, 13064.24, 13095.70, 12945.60, 13008.17
08/08/22, 13227.09, 13394.53, 13103.80, 13159.16
08/05/22, 13107.45, 13286.02, 13070.36, 13207.69
08/04/22, 13253.77, 13326.72, 13170.44, 13311.04
08/03/22, 12983.58, 13289.19, 12974.85, 13253.26
08/02/22, 12853.04, 13073.27, 12809.01, 12901.60
08/01/22, 12877.04, 13084.61, 12833.16, 12940.78
07/29/22, 12784.20, 12986.64, 12726.25, 12947.97
07/28/22, 12580.61, 12741.83, 12433.55, 12717.87
07/27/22, 12299.34, 12660.77, 12256.93, 12601.47
07/26/22, 12248.21, 12259.01, 12051.21, 12086.90
07/25/22, 12391.21, 12415.59, 12244.40, 12328.41
07/22/22, 12575.76, 12662.86, 12322.82, 12396.47
07/21/22, 12466.13, 12620.50, 12351.42, 12619.41
07/20/22, 12269.07, 12488.39, 12232.20, 12439.68
07/19/22, 12046.69, 12258.37, 11967.92, 12249.42
07/18/22, 12089.68, 12156.09, 11836.52, 11877.50
07/15/22, 11896.15, 11987.52, 11828.13, 11983.62
07/14/22, 11637.18, 11801.11, 11488.27, 11768.40
07/13/22, 11523.91, 11819.69, 11498.96, 11728.53
07/12/22, 11926.84, 11990.44, 11684.02, 11744.99
07/11/22, 12008.76, 12026.06, 11830.89, 11860.28
07/08/22, 11977.95, 12179.32, 11956.03, 12125.69
07/07/22, 11913.73, 12137.71, 11897.51, 12109.05
07/06/22, 11807.08, 11941.31, 11727.36, 11852.59
07/05/22, 11419.34, 11781.74, 11366.07, 11779.90
07/01/22, 11472.63, 11592.85, 11378.63, 11585.68
06/30/22, 11532.32, 11650.97, 11322.86, 11503.72
06/29/22, 11619.01, 11710.21, 11537.72, 11658.26
06/28/22, 12021.34, 12133.87, 11633.13, 11637.77
06/27/22, 12157.93, 12175.98, 11965.67, 12008.24
06/24/22, 11826.95, 12112.82, 11812.18, 12105.85
06/23/22, 11622.09, 11729.62, 11515.49, 11697.68
06/22/22, 11427.74, 11708.08, 11423.20, 11527.71
06/21/22, 11446.99, 11638.47, 11446.99, 11546.76
06/17/22, 11172.65, 11357.97, 11089.93, 11265.99
06/16/22, 11286.87, 11311.05, 11037.21, 11127.57
06/15/22, 11468.13, 11751.30, 11346.54, 11593.77
06/14/22, 11385.18, 11418.22, 11205.92, 11311.69
06/13/22, 11472.19, 11568.65, 11254.18, 11288.32
06/10/22, 12052.59, 12082.69, 11825.35, 11832.82
06/09/22, 12543.37, 12666.41, 12265.86, 12269.78
06/08/22, 12682.81, 12776.65, 12578.55, 12615.13
06/07/22, 12456.49, 12737.30, 12413.56, 12711.68
06/06/22, 12745.89, 12804.46, 12534.58, 12599.63
06/03/22, 12650.39, 12724.81, 12505.76, 12548.03
06/02/22, 12498.63, 12897.63, 12447.77, 12892.89
06/01/22, 12750.31, 12820.47, 12457.91, 12548.36
05/31/22, 12688.95, 12762.84, 12482.33, 12642.10
05/27/22, 12421.80, 12682.58, 12405.29, 12681.42
05/26/22, 11906.83, 12337.73, 11901.87, 12276.79
05/25/22, 11732.45, 12028.89, 11714.27, 11943.93
05/24/22, 11807.78, 11842.81, 11576.11, 11769.84
05/23/22, 11867.08, 12047.81, 11785.76, 12034.28
05/20/22, 12037.03, 12044.70, 11492.29, 11835.62
05/19/22, 11872.56, 12066.85, 11795.79, 11875.63
05/18/22, 12352.92, 12389.96, 11887.00, 11928.31
05/17/22, 12496.63, 12572.99, 12333.99, 12564.10
05/16/22, 12297.07, 12395.51, 12196.21, 12243.58
05/13/22, 12125.93, 12429.28, 12069.13, 12387.40
05/12/22, 11790.13, 12128.73, 11692.12, 11945.50
05/11/22, 12240.21, 12470.89, 11939.09, 11967.56
05/10/22, 12496.84, 12537.89, 12173.47, 12345.86
05/09/22, 12465.91, 12542.32, 12136.19, 12187.72
05/06/22, 12776.86, 12926.58, 12522.77, 12693.53
05/05/22, 13344.79, 13344.79, 12710.59, 12850.55
05/04/22, 13110.30, 13556.67, 12887.53, 13535.71
05/03/22, 13045.35, 13178.74, 12982.70, 13089.90
05/02/22, 12864.83, 13083.57, 12716.63, 13075.85
04/29/22, 13274.94, 13428.53, 12835.48, 12854.80
04/28/22, 13254.96, 13542.56, 13038.17, 13456.06
04/27/22, 13009.40, 13241.94, 12936.41, 13003.36
04/26/22, 13447.66, 13447.66, 13009.65, 13009.71
04/25/22, 13275.41, 13541.77, 13239.73, 13533.22
04/22/22, 13714.63, 13769.40, 13342.79, 13356.87
04/21/22, 14174.92, 14277.21, 13682.68, 13720.45
04/20/22, 14246.20, 14263.61, 13962.86, 13998.53
04/19/22, 13882.75, 14236.51, 13844.74, 14210.26
04/18/22, 13859.47, 13997.92, 13788.96, 13910.76
04/14/22, 14225.47, 14235.39, 13884.82, 13893.21
04/13/22, 13939.61, 14258.81, 13919.48, 14217.29
04/12/22, 14175.66, 14264.74, 13882.75, 13940.24
04/11/22, 14149.60, 14187.67, 13979.14, 13990.21
04/08/22, 14450.53, 14490.19, 14307.68, 14327.26
04/07/22, 14469.50, 14624.24, 14315.69, 14531.81
04/06/22, 14600.30, 14639.35, 14395.40, 14498.88
04/05/22, 15109.27, 15120.67, 14782.57, 14820.64
04/04/22, 14903.38, 15161.89, 14884.57, 15159.58
04/01/22, 14886.91, 14925.93, 14723.83, 14861.21
03/31/22, 15074.24, 15088.38, 14835.16, 14838.49
03/30/22, 15177.15, 15229.01, 15010.34, 15071.55
03/29/22, 15142.93, 15265.42, 15039.61, 15239.32
03/28/22, 14763.16, 14989.08, 14705.92, 14987.40
03/25/22, 14766.90, 14805.88, 14577.59, 14754.31
03/24/22, 14529.72, 14767.73, 14440.67, 14765.69
03/23/22, 14525.22, 14681.33, 14446.04, 14447.55
03/22/22, 14396.03, 14688.97, 14385.55, 14654.33
03/21/22, 14377.15, 14470.68, 14190.53, 14376.09
03/18/22, 14061.29, 14427.47, 14014.43, 14420.08
03/17/22, 13878.99, 14125.67, 13827.34, 14118.60
03/16/22, 13633.12, 13960.25, 13475.09, 13956.79
03/15/22, 13174.97, 13488.18, 13092.45, 13458.56
03/14/22, 13248.09, 13386.67, 13020.40, 13046.64
03/11/22, 13701.80, 13714.44, 13285.19, 13301.83
03/10/22, 13577.84, 13633.69, 13399.46, 13591.00
03/09/22, 13610.48, 13793.11, 13504.48, 13742.20
03/08/22, 13275.23, 13663.27, 13129.40, 13267.60
03/07/22, 13853.53, 13879.10, 13314.44, 13319.38
03/04/22, 13957.60, 13992.97, 13738.61, 13837.83
03/03/22, 14339.70, 14342.56, 13965.11, 14035.21
03/02/22, 14075.11, 14292.72, 13962.69, 14243.69
03/01/22, 14197.66, 14271.58, 13906.92, 14005.99
02/28/22, 14058.61, 14296.60, 14009.36, 14237.81
02/25/22, 13973.90, 14193.00, 13850.29, 14189.16
02/24/22, 13065.44, 13989.10, 13065.44, 13974.67
02/23/22, 14016.94, 14035.93, 13502.58, 13509.43
02/22/22, 13892.81, 14109.26, 13720.92, 13870.53
02/18/22, 14207.55, 14225.72, 13918.76, 14009.54
02/17/22, 14485.08, 14497.46, 14155.43, 14171.74
02/16/22, 14514.84, 14647.79, 14399.29, 14603.64
02/15/22, 14482.11, 14624.53, 14444.46, 14620.82
02/14/22, 14233.40, 14400.78, 14119.73, 14268.59
02/11/22, 14739.46, 14769.64, 14194.54, 14253.84
02/10/22, 14770.67, 15037.26, 14636.62, 14705.64
02/09/22, 14930.99, 15057.90, 14870.36, 15056.96
02/08/22, 14533.25, 14785.22, 14485.78, 14747.03
02/07/22, 14716.43, 14813.86, 14524.63, 14571.25
02/04/22, 14566.28, 14832.05, 14452.28, 14694.35
02/03/22, 14693.85, 14856.51, 14471.19, 14501.11
02/02/22, 15173.03, 15196.40, 14960.85, 15139.74
02/01/22, 14966.60, 15034.42, 14749.49, 15019.68
01/31/22, 14505.07, 14934.52, 14442.88, 14930.05
01/28/22, 14091.32, 14457.78, 13880.48, 14454.61
01/27/22, 14346.46, 14419.45, 13972.89, 14003.11
01/26/22, 14492.52, 14646.54, 14006.40, 14172.76
01/25/22, 14237.60, 14410.43, 14033.81, 14149.12
01/24/22, 14160.91, 14532.57, 13724.85, 14509.58
01/21/22, 14728.66, 14868.45, 14432.64, 14438.40
01/20/22, 15176.38, 15347.62, 14832.69, 14846.46
01/19/22, 15287.25, 15382.00, 15038.43, 15047.84
01/18/22, 15378.06, 15446.30, 15182.96, 15210.76
01/14/22, 15396.47, 15617.18, 15396.47, 15611.59
01/13/22, 15970.09, 15990.38, 15468.09, 15495.62
01/12/22, 15955.48, 16017.39, 15815.94, 15905.10
01/11/22, 15582.72, 15848.56, 15496.91, 15844.12
01/10/22, 15383.18, 15627.92, 15165.53, 15614.43
01/07/22, 15774.13, 15835.00, 15526.80, 15592.19
01/06/22, 15675.22, 15900.60, 15608.57, 15765.36
01/05/22, 16190.55, 16249.23, 15763.84, 15771.78
01/04/22, 16513.87, 16513.87, 16151.91, 16279.73
01/03/22, 16395.51, 16504.13, 16306.64, 16501.77
12/31/21, 16411.26, 16464.62, 16317.26, 16320.08
12/30/21, 16485.40, 16569.62, 16415.12, 16429.10
12/29/21, 16510.63, 16548.92, 16396.16, 16491.01
12/28/21, 16602.92, 16607.19, 16458.48, 16488.66
12/27/21, 16361.07, 16567.64, 16361.07, 16567.50
12/23/21, 16203.76, 16360.75, 16188.02, 16308.21
12/22/21, 15963.54, 16186.25, 15947.56, 16180.14
12/21/21, 15794.38, 15997.61, 15617.48, 15986.28
12/20/21, 15566.83, 15662.61, 15508.74, 15627.64
12/17/21, 15714.54, 15960.25, 15664.10, 15801.46
12/16/21, 16335.03, 16340.53, 15802.64, 15863.94
12/15/21, 15908.45, 16301.27, 15746.94, 16289.59
12/14/21, 15877.65, 15995.21, 15742.80, 15914.90
12/13/21, 16317.90, 16332.63, 16075.54, 16082.55
12/10/21, 16278.30, 16339.12, 16139.00, 16331.98
12/09/21, 16337.81, 16413.28, 16141.39, 16149.57
12/08/21, 16313.88, 16401.10, 16250.39, 16394.34
12/07/21, 16139.56, 16343.67, 16128.44, 16325.66
12/06/21, 15744.91, 15898.59, 15557.78, 15846.16
12/03/21, 16039.41, 16089.61, 15543.31, 15712.04
12/02/21, 15791.30, 16066.32, 15770.92, 15990.76
12/01/21, 16347.96, 16427.19, 15864.00, 15877.72
11/30/21, 16333.95, 16454.56, 16073.76, 16135.92
11/29/21, 16263.43, 16437.16, 16214.56, 16399.24
11/26/21, 16237.42, 16302.58, 15988.95, 16025.58
11/24/21, 16202.26, 16370.56, 16106.02, 16367.81
11/23/21, 16330.18, 16417.50, 16121.69, 16306.72
11/22/21, 16644.77, 16764.85, 16374.78, 16380.98
11/19/21, 16558.56, 16625.86, 16523.83, 16573.34
11/18/21, 16398.76, 16501.92, 16309.51, 16482.97
11/17/21, 16329.07, 16398.95, 16276.77, 16308.07
11/16/21, 16170.29, 16329.50, 16156.69, 16309.77
11/15/21, 16227.01, 16256.73, 16096.37, 16189.12
11/12/21, 16078.13, 16218.55, 16012.78, 16199.89
11/11/21, 16114.05, 16116.25, 16019.39, 16032.47
11/10/21, 16087.01, 16224.51, 15905.28, 15985.57
11/09/21, 16389.99, 16401.89, 16168.63, 16219.94
11/08/21, 16351.49, 16401.93, 16314.00, 16336.03
11/05/21, 16397.59, 16454.48, 16302.06, 16359.38
11/04/21, 16193.22, 16387.95, 16169.56, 16346.24
11/03/21, 16000.60, 16157.60, 15950.59, 16144.50
11/02/21, 15885.34, 15988.33, 15877.27, 15972.49
11/01/21, 15879.61, 15910.35, 15785.31, 15905.28
10/29/21, 15638.74, 15856.90, 15638.74, 15850.47
10/28/21, 15674.39, 15784.00, 15650.01, 15778.16
10/27/21, 15603.16, 15729.75, 15578.68, 15598.39
10/26/21, 15615.36, 15710.79, 15518.59, 15559.49
10/25/21, 15417.25, 15555.65, 15338.49, 15514.19
10/22/21, 15422.07, 15474.28, 15291.95, 15355.07
10/21/21, 15365.81, 15497.58, 15350.50, 15489.59
10/20/21, 15448.00, 15457.11, 15333.43, 15388.71
10/19/21, 15349.45, 15414.97, 15320.62, 15410.72
10/18/21, 15091.58, 15307.51, 15074.71, 15300.89
10/15/21, 15106.97, 15150.14, 15064.59, 15146.92
10/14/21, 14925.58, 15059.89, 14901.59, 15052.42
10/13/21, 14751.80, 14800.83, 14676.58, 14774.60
10/12/21, 14772.29, 14784.78, 14636.33, 14662.11
10/11/21, 14765.69, 14907.57, 14709.05, 14713.73
10/08/21, 14942.35, 14948.35, 14805.50, 14820.75
10/07/21, 14899.07, 15010.32, 14878.22, 14897.13
10/06/21, 14529.89, 14775.64, 14499.48, 14766.75
10/05/21, 14533.43, 14763.64, 14520.23, 14674.15
10/04/21, 14713.60, 14727.60, 14384.93, 14472.12
10/01/21, 14731.38, 14830.84, 14555.12, 14791.87
09/30/21, 14830.30, 14888.22, 14684.55, 14689.62
09/29/21, 14835.51, 14914.92, 14727.41, 14752.89
09/28/21, 15001.98, 15040.57, 14758.98, 14770.30
09/27/21, 15205.23, 15240.58, 15106.45, 15204.82
09/24/21, 15222.97, 15345.53, 15209.16, 15329.68
09/23/21, 15231.19, 15356.92, 15199.43, 15316.58
09/22/21, 15073.95, 15230.34, 15029.90, 15176.51
09/21/21, 15096.98, 15139.90, 14986.98, 15027.77
09/20/21, 15068.65, 15157.26, 14821.03, 15012.19
09/17/21, 15481.43, 15485.21, 15291.04, 15333.47
09/16/21, 15452.67, 15539.14, 15370.88, 15515.91
09/15/21, 15419.95, 15518.95, 15316.40, 15503.53
09/14/21, 15505.78, 15525.97, 15352.06, 15382.90
09/13/21, 15545.66, 15562.28, 15351.70, 15434.50
09/10/21, 15648.05, 15673.50, 15433.43, 15440.75
09/09/21, 15639.44, 15675.47, 15556.75, 15561.05
09/08/21, 15669.01, 15669.01, 15528.45, 15620.85
09/07/21, 15662.30, 15701.40, 15610.23, 15675.76
09/03/21, 15578.96, 15668.12, 15554.97, 15652.86
09/02/21, 15656.28, 15681.75, 15554.29, 15604.25
09/01/21, 15637.13, 15696.42, 15603.67, 15611.57
08/31/21, 15601.34, 15604.45, 15522.78, 15582.51
08/30/21, 15460.93, 15620.62, 15459.74, 15605.09
